id,savings_id,maturity_start_date,maturity_end_date,amount,confirmed_amount,deduction_amount,new_balance,transaction_date,transaction_reference,transaction_status,verification_call_amount,verification_call_message,verification_call_code,verification_transaction_date,book_returns,available_returns,returns_on_hold,last_returns_date,next_returns_date,created_on,card_billed_id,channel_id,charging_method_id,owner_id,plan_id,transaction_type_id,verification_status_id,gateway_response_message,fee_in_kobo,donor_id,is_anonymous,description,payment_gateway,source_bank_account,currency,fee_in_cents
343,74e91bab66f2464eb2ea4db9b050fa3e,"2017-12-01 13:52:47","2017-12-01 13:52:47",120000,120000,120000,360460.445133863,"2017-12-01 13:52:47",mwnypowzp1p93uj,success,120000,"Charge attempted",200,"2017-12-01 13:52:26",0,0,0,2017-12-01,2017-12-03,"2017-12-01 13:52:47",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,8ce60b7d671c4d51bc58709db4939f7a,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
344,5c43523f9c274a77b2667308d6d7b4b5,"2017-12-02 21:06:38","2017-12-02 21:06:38",5000000,5000000,5000000,10020555.0769247,"2017-12-02 21:06:38",0c9tm9mdcckzi02,success,5000000,"Charge attempted",200,"2017-12-02 21:06:33",0,0,0,2017-12-02,2017-12-04,"2017-12-02 21:06:38",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,0485ffa149e140d49088f683d10a0f8c,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
345,71b341797ab941b98eb895c5f7749d4d,"2017-12-02 23:00:33","2017-12-02 23:00:33",100000,100000,100000,200356.276989437,"2017-12-02 23:00:33",uas75r5xelqxdfp,success,100000,"Charge attempted",200,"2017-12-02 23:00:31",0,0,0,2017-12-03,2017-12-04,"2017-12-02 23:00:33",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,2992b454dea148ceb781c4db7f5faa29,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
347,86df7a41930545b9a5513a07ff589183,"2017-12-04 23:00:28","2017-12-04 23:00:28",50000000,50000000,50000000,145312392.952082,"2017-12-04 23:00:28",z00cil0yvjilwbd,success,50000000,"Charge attempted",200,"2017-12-04 23:00:17",0,0,0,2017-12-05,2017-12-06,"2017-12-04 23:00:28",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c639a28d476a4107969abd4a9f454fdd,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
348,2a7e1304c6f04affa6f0fcaa3092111a,"2017-12-09 13:14:11","2017-12-09 13:14:11",100000,100000,100000,100000,"2017-12-09 13:14:11",i31ovrb1lfo7ihq,success,100000,"Charge attempted",200,"2017-12-09 13:14:07",0,0,0,2017-12-09,2017-12-11,"2017-12-09 13:14:11",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
349,1a33612a129642709435cd6fedf3620a,"2017-12-09 23:01:58","2017-12-09 23:01:58",100000,100000,100000,200000,"2017-12-09 23:01:58",fn1cva8v5dqjpkz,success,100000,"Charge attempted",200,"2017-12-09 23:01:57",0,0,0,2017-12-10,2017-12-11,"2017-12-09 23:01:58",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
351,f50f1cf286924cd7a2232ad4c001a01a,"2017-12-11 10:05:38","2017-12-11 10:05:38",100000,100000,100000,300054.794520548,"2017-12-11 10:05:38",lrkdh0pwkiace1m,success,100000,"Charge attempted",200,"2017-12-11 10:05:24",0,0,0,2017-12-11,2017-12-13,"2017-12-11 10:05:38",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
352,69d7b5cb84424584930f8980b3911504,"2017-12-11 23:00:51","2017-12-11 23:00:51",100000,100000,100000,400054.794520548,"2017-12-11 23:00:51",1qyrs2s8w204ar2,success,100000,"Charge attempted",200,"2017-12-11 23:19:01",0,0,0,2017-12-12,2017-12-13,"2017-12-11 23:00:51",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
353,4cea242da6d44da5a894138e996360e7,"2017-12-13 11:38:12","2017-12-13 11:38:12",100000,100000,100000,500219.178082192,"2017-12-13 11:38:12",1jspddngt2hb72a,success,100000,"Charge attempted",200,"2017-12-13 11:38:10",0,0,0,2017-12-13,2017-12-15,"2017-12-13 11:38:12",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
354,ebb85e57980b4ebcaf62c66009eeb859,"2017-12-13 23:00:21","2017-12-13 23:00:21",100000,100000,100000,600219.178082192,"2017-12-13 23:00:21",zga28piez9sqj8h,success,100000,"Charge attempted",200,"2017-12-13 23:00:16",0,0,0,2017-12-14,2017-12-15,"2017-12-13 23:00:21",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
355,4d1d1acba46d49988a71a3ac3de4691f,"2017-12-14 23:00:30","2017-12-14 23:00:30",100000,0,0,600328.767123288,"2017-12-14 23:00:30",0y1bpq0v9k3e4jn,failed,100000,"Charge attempted",200,"2017-12-14 23:00:31",0,0,0,2017-12-15,2017-12-16,"2017-12-14 23:00:30",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,"Denied by Fraud System",0,NULL,0,,NULL,NULL,NULL,0
356,2590707b5bc04bf596db40620ad99d7d,"2017-12-15 23:00:19","2017-12-15 23:00:19",100000,100000,100000,700493.150684932,"2017-12-15 23:00:19",czd3mx2bgv5b66a,success,100000,"Charge attempted",200,"2017-12-15 23:00:23",0,0,0,2017-12-16,2017-12-17,"2017-12-15 23:00:19",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
357,ef46ae070edc467896dd6558d0f99bd0,"2017-12-16 23:01:59","2017-12-16 23:01:59",100000,100000,100000,800657.534246575,"2017-12-16 23:01:59",blsrb9zmyp8styt,success,100000,"Charge attempted",200,"2017-12-16 23:02:01",0,0,0,2017-12-17,2017-12-18,"2017-12-16 23:01:59",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
359,bfdf6efcef6d4cbfa3ed5c6ae4bf7594,"2017-12-17 23:02:14","2017-12-17 23:02:14",100000,100000,100000,900849.315068493,"2017-12-17 23:02:14",rauz1hms82j6a70,success,100000,"Charge attempted",200,"2017-12-17 23:02:16",0,0,0,2017-12-18,2017-12-19,"2017-12-17 23:02:14",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
360,45d9e9fd22d840868ee602945363e059,"2017-12-19 16:46:17","2017-12-19 16:46:17",100000,100000,100000,1001068.49315068,"2017-12-19 16:46:16",00gw99ndeqz6pba,success,100000,"Charge attempted",200,"2017-12-19 16:46:17",0,0,0,2017-12-19,2017-12-21,"2017-12-19 16:46:17",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
361,f7ffe5ee6aa142e4a6f42e2e8080c95a,"2017-12-19 16:48:12","2017-12-19 16:48:12",100000,100000,100000,1101315.06849315,"2017-12-19 16:48:12",emyef105rj9ummd,success,100000,"Charge attempted",200,"2017-12-19 16:48:12",0,0,0,2017-12-19,2017-12-21,"2017-12-19 16:48:12",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
362,6d3f1199382a40679699abb587a6dfec,"2017-12-20 18:25:18","2017-12-20 18:25:18",100000,100000,100000,1201616.43835616,"2017-12-20 18:25:18",pkft529si8mggt2,success,100000,"Charge attempted",200,"2017-12-20 18:25:18",0,0,0,2017-12-20,2017-12-22,"2017-12-20 18:25:18",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
363,3c14726a0b6f4d5c8a04db1aff4993c9,"2017-12-20 19:33:20","2017-12-20 19:33:20",500000,500000,500000,500000,"2017-12-20 19:33:20",n7s6a92xkoovqix,success,500000,"Charge attempted",200,"2017-12-20 19:33:20",0,0,0,2017-12-20,2017-12-22,"2017-12-20 19:33:20",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,efda0fc1c5fc431ab8d347f77c06b6ab,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
364,611e6cbef0e04b5ea5230f5e39ff4385,"2017-12-20 23:01:03","2017-12-20 23:01:03",100000,100000,100000,1301616.43835616,"2017-12-20 23:01:03",lyh32i3habdhufa,success,100000,"Charge attempted",200,"2017-12-20 23:01:02",0,0,0,2017-12-21,2017-12-22,"2017-12-20 23:01:03",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
365,ac5070be936c45058526576400cfc2fb,"2017-12-22 20:19:24","2017-12-22 20:19:24",100000,100000,100000,1402273.97260274,"2017-12-22 20:19:24",ulol16jhl1q2y1f,success,100000,"Charge attempted",200,"2017-12-22 20:19:25",0,0,0,2017-12-22,2017-12-24,"2017-12-22 20:19:24",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
366,a5893ef955284f98b336d215c329da5a,"2017-12-22 23:01:21","2017-12-22 23:01:21",1000000,1000000,1000000,2000000,"2017-12-22 23:01:21",8bnbub1tb4np7tg,success,1000000,"Charge attempted",200,"2017-12-22 23:01:20",0,0,0,2017-12-23,2017-12-24,"2017-12-22 23:01:21",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,8347a6f824524a01a7ca05e9dc2d4e45,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
367,f3b26eef0b5441aba1a5a0aadbac602e,"2017-12-22 23:01:25","2017-12-22 23:01:25",100000,100000,100000,1502273.97260274,"2017-12-22 23:01:25",g1vpvlbf5o5mzdo,success,100000,"Charge attempted",200,"2017-12-22 23:01:26",0,0,0,2017-12-23,2017-12-24,"2017-12-22 23:01:25",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
368,ba6b6a795cfd4d028b2fcde80f1495d3,"2017-12-23 23:02:44","2017-12-23 23:02:44",400000,400000,400000,802520.5779696,"2017-12-23 23:02:43",0dxz5a2sphq28h7,success,400000,"Charge attempted",200,"2017-12-23 23:02:13",0,0,0,2017-12-24,2017-12-25,"2017-12-23 23:02:44",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,41d45fa84ce54ecbb932d5f7618e6872,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
369,40bad4a69c9342599a087526d09a33d8,"2017-12-23 23:02:52","2017-12-23 23:02:52",100000,100000,100000,1602630.1369863,"2017-12-23 23:02:51",pqgkqizw0ntm537,success,100000,"Charge attempted",200,"2017-12-23 23:02:43",0,0,0,2017-12-24,2017-12-25,"2017-12-23 23:02:52",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
371,b6baf58413034d96ae1e4abc0baae770,"2017-12-24 23:01:12","2017-12-24 23:01:12",100000,100000,100000,1703041.09589041,"2017-12-24 23:01:12",q1ovppf51np30dy,success,100000,"Charge attempted",200,"2017-12-24 23:01:13",0,0,0,2017-12-25,2017-12-26,"2017-12-24 23:01:12",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
372,87dc9d7111934a3c860b1d97edca8216,"2017-12-25 04:19:37","2017-12-25 04:19:37",500000,500000,500000,500000,"2017-12-25 04:19:37",fnvdv5r4yumkexu,success,500000,"Charge attempted",200,"2017-12-25 04:19:38",0,0,0,2017-12-25,2017-12-27,"2017-12-25 04:19:37",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,85a5ca1b36a541098b6031223595fefa,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
373,b099cab4583a47fca8a98e7bc8864920,"2017-12-26 17:30:11","2017-12-26 17:30:11",100000,100000,100000,1803479.45205479,"2017-12-26 17:30:10",jzona6ld9h01gh7,success,100000,"Charge attempted",200,"2017-12-26 17:29:46",0,0,0,2017-12-26,2017-12-28,"2017-12-26 17:30:11",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
374,f57abe181f39464487a119fac8145ff6,"2017-12-26 17:30:34","2017-12-26 17:30:34",100000,100000,100000,1903945.20547945,"2017-12-26 17:30:33",719s657ulz2dwht,success,100000,"Charge attempted",200,"2017-12-26 17:30:09",0,0,0,2017-12-26,2017-12-28,"2017-12-26 17:30:34",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
375,cad754ae944646b7b41cf6beed9b45ab,"2017-12-26 23:01:41","2017-12-26 23:01:41",100000,100000,100000,2003945.20547945,"2017-12-26 23:01:41",cl9tw6m748260ib,success,100000,"Charge attempted",200,"2017-12-26 23:01:18",0,0,0,2017-12-27,2017-12-28,"2017-12-26 23:01:41",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
376,1c90525f196b49e98533c15c5706b92b,"2017-12-27 23:01:47","2017-12-27 23:01:47",100000,100000,100000,2104410.95890411,"2017-12-27 23:01:47",z6t8x9rtki9ctck,success,100000,"Charge attempted",200,"2017-12-27 23:01:28",0,0,0,2017-12-28,2017-12-29,"2017-12-27 23:01:47",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
377,dc1022add76249ec9c5c6661a508ae83,"2017-12-28 22:24:29","2017-12-28 22:24:29",110000,110000,110000,3858222.86828533,"2017-12-28 22:24:29",1jukd130vackp0n,success,110000,"Charge attempted",200,"2017-12-28 22:24:30",0,0,0,2017-12-28,2017-12-30,"2017-12-28 22:24:29",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
378,e867f5ec6b0f420397f3da62f4d41e99,"2017-12-28 22:36:57","2017-12-28 22:36:57",50000,50000,50000,60098.6428989993,"2017-12-28 22:36:57",bazgalok3a4mj2v,success,50000,"Charge attempted",200,"2017-12-28 22:36:58",0,0,0,2017-12-28,2017-12-30,"2017-12-28 22:36:57",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,2a090fbd86984e6f9b4d03c0badcb866,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
379,ac86a5683de1492b9409c9af1d32dcc7,"2017-12-28 23:00:44","2017-12-28 23:00:44",100000,100000,100000,2204958.90410959,"2017-12-28 23:00:44",q45r8rulfnawi97,success,100000,"Charge attempted",200,"2017-12-28 23:00:45",0,0,0,2017-12-29,2017-12-30,"2017-12-28 23:00:44",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,b952e0cd21e446c787bc64f37d387351,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
380,be1244b2373a496ca9bc47ff5ab7e887,"2017-12-28 23:42:16","2017-12-28 23:42:16",10000000,10000000,10000000,10094263.7874835,"2017-12-28 23:42:16",ekcr21h2cwg1d9e,success,10000000,"Charge attempted",200,"2017-12-28 23:42:17",0,0,0,2017-12-29,2017-12-30,"2017-12-28 23:42:16",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
381,9021c1a8b95e4943b44599215d48f758,"2017-12-31 02:31:56","2017-12-31 02:31:56",120000,120000,120000,482926.198558521,"2017-12-31 02:31:56",c1xofi0uhfndike,success,120000,"Charge attempted",200,"2017-12-31 02:31:59",0,0,0,2017-12-31,2018-01-02,"2017-12-31 02:31:56",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,8ce60b7d671c4d51bc58709db4939f7a,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
382,2cce4f13699f4e43b5399964d41b1093,"2017-12-31 02:32:15","2017-12-31 02:32:15",120000,120000,120000,603024.828695507,"2017-12-31 02:32:15",shav30b4qqg0rxd,success,120000,"Charge attempted",200,"2017-12-31 02:32:18",0,0,0,2017-12-31,2018-01-02,"2017-12-31 02:32:15",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,8ce60b7d671c4d51bc58709db4939f7a,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
384,d7e1aedcf09e45d79928343e8e0c7fe7,"2017-12-31 23:02:25","2017-12-31 23:02:25",5000000,5000000,5000000,15078089.3235,"2017-12-31 23:02:23",v5jl804bn832ngq,success,5000000,"Charge attempted",200,"2017-12-31 23:02:23",0,0,0,2018-01-01,2018-01-02,"2017-12-31 23:02:25",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,0485ffa149e140d49088f683d10a0f8c,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
385,2c2e653734784c8084416079e6ba2304,"2018-01-02 13:18:50","2018-01-02 13:18:50",100000,100000,100000,301808.331783958,"2018-01-02 13:18:50",dgw9193hpb8n24s,success,100000,"Charge attempted",200,"2018-01-02 13:18:51",0,0,0,2018-01-02,2018-01-04,"2018-01-02 13:18:50",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,2992b454dea148ceb781c4db7f5faa29,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
386,5b4406b9b2fa41ffab0f3cfc41ac2df9,"2018-01-03 23:01:12","2018-01-03 23:01:12",50000000,50000000,50000000,196331571.034274,"2018-01-03 23:01:12",n3so9yn7qqm1cnr,success,50000000,"Charge attempted",200,"2018-01-03 23:01:13",0,0,0,2018-01-04,2018-01-05,"2018-01-03 23:01:12",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c639a28d476a4107969abd4a9f454fdd,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
387,c62362042b4944d98fe9279a59d0890f,"2018-01-03 23:01:26","2018-01-03 23:01:26",1000000,1000000,1000000,1000000,"2018-01-03 23:01:26",18jldz9oyw77sor,success,1000000,"Charge attempted",200,"2018-01-03 23:01:27",0,0,0,2018-01-04,2018-01-05,"2018-01-03 23:01:26",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,727fca1f21714eda9f3246153ee18b76,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
392,7ec58d110a5247b7ac02e300d9d0f780,"2018-01-09 18:09:57","2018-01-09 18:09:57",1000000,1000000,1000000,1000000,"2018-01-09 18:09:57",ytw3pj2vbkingg5,success,1000000,"Charge attempted",200,"2018-01-09 18:09:59",0,0,0,2018-01-09,2018-01-11,"2018-01-09 18:09:57",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
393,3312359db767440ba2e411b81c329392,"2018-01-09 23:01:58","2018-01-09 23:01:58",1000000,1000000,1000000,2000000,"2018-01-09 23:01:58",8zwmlntt7pgnuen,success,1000000,"Charge attempted",200,"2018-01-09 23:02:00",0,0,0,2018-01-10,2018-01-11,"2018-01-09 23:01:58",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
394,3513bb04c4664aa7a812fdd11399cdc6,"2018-01-09 23:02:04","2018-01-09 23:02:04",100000,100000,100000,100000,"2018-01-09 23:02:04",cgawot1l697oah0,success,100000,"Charge attempted",200,"2018-01-09 23:02:06",0,0,0,2018-01-10,2018-01-11,"2018-01-09 23:02:04",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c15faae044fd4d17bb7dde2c1edf2831,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
395,b064fc49e5fe418e8b2db2dbb1b70a66,"2018-01-10 23:01:15","2018-01-10 23:01:15",1000000,1000000,1000000,3000000,"2018-01-10 23:01:15",nd8eurs2zhvbuc5,success,1000000,"Charge attempted",200,"2018-01-10 23:01:17",0,0,0,2018-01-11,2018-01-12,"2018-01-10 23:01:15",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
396,dd739f65ee1f440cbdadcf8877794494,"2018-01-10 23:01:30","2018-01-10 23:01:30",100000,100000,100000,200000,"2018-01-10 23:01:30",sbim7f30pzusbhn,success,100000,"Charge attempted",200,"2018-01-10 23:01:31",0,0,0,2018-01-11,2018-01-12,"2018-01-10 23:01:30",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c15faae044fd4d17bb7dde2c1edf2831,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
397,fae956611cb84e65b4d207062a3435ff,"2018-01-11 23:01:07","2018-01-11 23:01:07",1000000,1000000,1000000,4000547.94520548,"2018-01-11 23:01:07",sa9mp6xsf9vzinr,success,1000000,"Charge attempted",200,"2018-01-11 23:01:10",0,0,0,2018-01-12,2018-01-13,"2018-01-11 23:01:07",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
398,b1eb03801ee74f799c1ff96c55ca6b33,"2018-01-11 23:01:21","2018-01-11 23:01:21",100000,100000,100000,300027.397260274,"2018-01-11 23:01:21",0jbo1h23y9zzmmk,success,100000,"Charge attempted",200,"2018-01-11 23:01:24",0,0,0,2018-01-12,2018-01-13,"2018-01-11 23:01:22",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c15faae044fd4d17bb7dde2c1edf2831,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
399,dad319cf127a48608f549fa20463e0cc,"2018-01-12 23:01:53","2018-01-12 23:01:53",1000000,1000000,1000000,5001369.8630137,"2018-01-12 23:01:53",613hhvgc2ecrjs5,success,1000000,"Charge attempted",200,"2018-01-12 23:01:54",0,0,0,2018-01-13,2018-01-14,"2018-01-12 23:01:53",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
400,3a2f541d10a94b2aa1551e428ef4bc36,"2018-01-12 23:02:08","2018-01-12 23:02:08",100000,100000,100000,400082.191780822,"2018-01-12 23:02:08",jcd399lwyqxssmd,success,100000,"Charge attempted",200,"2018-01-12 23:02:08",0,0,0,2018-01-13,2018-01-14,"2018-01-12 23:02:08",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c15faae044fd4d17bb7dde2c1edf2831,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
401,a15c6fa04bb4470a9b0ac4bc94e52692,"2018-01-13 23:01:12","2018-01-13 23:01:12",1000000,1000000,1000000,6002465.75342466,"2018-01-13 23:01:12",ol8zrcq5eptpt3c,success,1000000,"Charge attempted",200,"2018-01-14 00:49:24",0,0,0,2018-01-14,2018-01-15,"2018-01-13 23:01:13",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
402,3c9bfa4bcf6147a08ec895da5c2b262a,"2018-01-13 23:01:28","2018-01-13 23:01:28",100000,100000,100000,500164.383561644,"2018-01-13 23:01:27",73cq5lhe6uwd7l4,success,100000,"Charge attempted",200,"2018-01-14 00:49:39",0,0,0,2018-01-14,2018-01-15,"2018-01-13 23:01:28",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c15faae044fd4d17bb7dde2c1edf2831,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
404,8115d2f0708546779a0a2c1b5cd53f9f,"2018-01-15 15:46:55","2018-01-15 15:46:55",1000000,1000000,1000000,7005479.45205479,"2018-01-15 15:46:55",wridcbd869ymtwy,success,1000000,"Charge attempted",200,"2018-01-15 15:46:56",0,0,0,2018-01-15,2018-01-17,"2018-01-15 15:46:55",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,e1f59f5d0a964c20a8537c798306f8d9,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
405,c0ea09ab863f4fe48fd8d577e5beaad7,"2018-01-15 15:46:58","2018-01-15 15:46:58",100000,100000,100000,600410.95890411,"2018-01-15 15:46:58",rng6t0q4k528ymr,success,100000,"Charge attempted",200,"2018-01-15 15:46:59",0,0,0,2018-01-15,2018-01-17,"2018-01-15 15:46:58",093645f0ab9c46fdbac7c6fc019ce052,2,1,0257625a02344b239b41e1cbe60ef080,c15faae044fd4d17bb7dde2c1edf2831,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
